
 Lista de Imóveis da Caixa;;Data de geração:;21/03/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1444418609791 ;RJ ;ARARUAMA ;VILAR DAS BRISAS ;AVENIDA JAMES DE MENDONCA CLARK, N. 474, QD D-3, UNIDADE 8 ;782.098,18;1.227.178,14;36.27;Casa, 0.00 de área total, 179.85 de área privativa, 315.62 de área do terreno,  4 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418609791
 1444402780658 ;RJ ;ARARUAMA ;OUTEIRO ;RUA CARVALHO, N. 702, CASA 06 ;159.328,58;250.000,00;36.27;Casa, 0.00 de área total, 87.89 de área privativa, 250.17 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402780658
 1555503904133 ;RJ ;ARARUAMA ;HOSPICIO ;ESTRADA DO ENJEITADO, N. SN, QD 0, LT 20 ;197.216,86;309.449,92;36.27;Casa, 0.00 de área total, 184.38 de área privativa, 392.00 de área do terreno,  1 qto(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555503904133
 1444418085717 ;RJ ;ARARUAMA ;COQUEIRAL ;RUA ONIX, N. 410, LOTE 476 QUADRA 32 ;294.439,21;462.000,00;36.27;Casa, 0.00 de área total, 176.24 de área privativa, 526.50 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418085717
 1444420585152 ;RJ ;ARARUAMA ;PARATY ;RUA IVAN ALVES DA SILVA ANTIGA TOCANTINOPOLIS, N. 419, Apto ., LT 18 QD 11 ;241.477,94;378.899,29;36.27;Casa, 0.00 de área total, 144.62 de área privativa, 450.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420585152
 8444404195882 ;RJ ;ARARUAMA ;SAO VICENTE ;ESTRADA DE SAO VICENTE, N. SN, Apto 12, ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 190.00 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404195882
 8444411500679 ;RJ ;ARARUAMA ;BOA PERNA ;RUA NILO SOUZA VIANA, N. 101, CS 102 QD 25 LT 428 ;215.000,00;215.000,00;0.00;Casa, 0.00 de área total, 84.24 de área privativa, 450.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411500679
 1444415754618 ;RJ ;ARARUAMA ;VILA CAPRI ;RUA ROSEMERY, N. S/N, QD 19 LT 23 LOT VILA CAPRI ;587.241,12;576.296,59;0.00;Casa, 0.00 de área total, 220.00 de área privativa, 720.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415754618
 8444404425055 ;RJ ;ARARUAMA ;CENTRO (SAO VICENTE) ;ESTRADA RJ-138, N. SN, Apto 31, CS 31, ESTRADA DE SÃO VICENTE ;143.134,01;128.000,00;0.00;Casa, 0.00 de área total, 58.46 de área privativa, 190.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404425055
 1555519715238 ;RJ ;ARARUAMA ;PARATY ;RUA AIMBERE, N. 444, QD 26 LT 08 ;628.896,00;524.213,75;0.00;Casa, 0.00 de área total, 476.59 de área privativa, 576.00 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 2 sala(s), cozinha, Terraco, 3 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555519715238
 1444418586104 ;RJ ;ARRAIAL DO CABO ;NOVO ARRAIAL ;RUA PORTURAL, N. 15, LT 15 QD 28 ;226.804,22;365.000,00;37.87;Casa, 0.00 de área total, 172.80 de área privativa, 360.00 de área do terreno,  3 qto(s), WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418586104
 8555521152480 ;RJ ;BARRA DO PIRAI ;ARTHUR CATALDI ;RUA A, N. 118, LT 25 QD 5 ;65.607,95;110.000,00;40.36;Casa, 0.00 de área total, 54.00 de área privativa, 823.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555521152480
 8555501577869 ;RJ ;BARRA DO PIRAI ;CALIFORNIA ; RUA 33, N. 45, LT 27 QD X LOT CALIFORNIA ;181.159,10;144.000,00;0.00;Casa, 0.00 de área total, 60.43 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555501577869
 10194389 ;RJ ;BARRA MANSA ;SANTA RITA DE CASSIA ;RUA JOÃO GUALBERTO DE SOUZA, N. 00, FRENTE PARA ESTRADA DO AMPARO, LT 584 ;185.120,11;302.333,42;38.77;Terreno, 0.00 de área total, 0.00 de área privativa, 1476.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10194389
 8555519238322 ;RJ ;BARRA MANSA ;LOTEAMENTO SAO VICENTE ;RUA SAO SEBASTIAO, N. 161, CASA 01 ;233.000,00;233.000,00;0.00;Casa, 0.00 de área total, 84.64 de área privativa, 88.25 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555519238322
 8555535798841 ;RJ ;BELFORD ROXO ;SAO JORGE ;RUA DA NASCENTE, N. 500, Apto 303, LT 02 ;43.632,06;90.302,36;51.69;Apartamento, 0.00 de área total, 48.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535798841
 8787706222095 ;RJ ;BELFORD ROXO ;DAS GRACAS ;RUA EDIR AUGUSTA SANTOS MELO, N. 40, LT 05 ;111.524,69;214.500,00;48.01;Casa, 0.00 de área total, 84.27 de área privativa, 80.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706222095
 8444424056152 ;RJ ;BELFORD ROXO ;SAO VICENTE ;RUA TENENTE AECIO DE SOUZA DIAS, N. 330, LT 01 QD 113 ;91.444,73;174.700,00;47.66;Casa, 0.00 de área total, 49.60 de área privativa, 100.10 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424056152
 8787701937533 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 977, Apto 4A -, BL 04 ;76.402,92;145.000,00;47.31;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701937533
 8555537686560 ;RJ ;BELFORD ROXO ;NOVA AURORA ;RUA  DA NASCENTE, N. 500, Apto 103, LT 02 ;54.971,18;104.000,00;47.15;Apartamento, 0.00 de área total, 51.70 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537686560
 8555526806144 ;RJ ;BELFORD ROXO ;CENTRO ;RUA CAROLINA FERREIRA, N. 192, Apto 201, BL 02 LT C ;64.689,35;122.000,00;46.98;Apartamento, 0.00 de área total, 43.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526806144
 8555537460678 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 4D-4, AREA 01 BL 04 ;62.568,39;118.000,00;46.98;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537460678
 8787703612437 ;RJ ;BELFORD ROXO ;SANTA AMELIA ;RUA BELO HORIZONTE, N. 835, Apto 302, BL10 LT 01 ;60.467,47;114.037,79;46.98;Apartamento, 0.00 de área total, 43.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703612437
 8555527327509 ;RJ ;BELFORD ROXO ;CENTRO ;RUA CAROLINA FERREIRA, N. 192, Apto 1206, BL 03 LT C ;69.657,58;130.000,00;46.42;Apartamento, 44.00 de área total, 0.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527327509
 8555527002227 ;RJ ;BELFORD ROXO ;AREIA BRANCA ;RUA CAROLINA FERREIRA, N. 192, Apto 503, BL 01 LOTE C ;68.050,10;127.000,00;46.42;Apartamento, 0.00 de área total, 46.36 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527002227
 8555535681332 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA  BELFORD ROXO, N. SN, Apto 1D 2, 1D21, 01Área 1 - Condomínio Primavera ;73.408,37;137.000,00;46.42;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535681332
 8555536012426 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 1D-4, AREA 1 ;71.702,20;133.815,82;46.42;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536012426
 8787701933422 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 977, Apto 4B-4, AREA 2 BL04 ;69.121,76;129.000,00;46.42;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701933422
 8787703416476 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA DA BOA ESPERANCA, N. 835, Apto 405, BL 05 ;69.657,58;130.000,00;46.42;Apartamento, 0.00 de área total, 43.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703416476
 8787703781808 ;RJ ;BELFORD ROXO ;SANTA AMELIA ;RUA BELO HORIZONTE, N. 835, Apto 106, BL02 LT01 ;70.641,28;131.835,84;46.42;Apartamento, 0.00 de área total, 43.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703781808
 8444408594773 ;RJ ;BELFORD ROXO ;SAO VICENTE ;RUA TENENTE HERMETO FIRMINO DA SILVA, N. 0, LT 01, Q 125 ;77.593,43;143.697,94;46.01;Casa, 0.00 de área total, 70.78 de área privativa, 58.31 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408594773
 8787702301705 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 977, Apto 3B-4, AREA 02 ;76.211,04;140.726,77;45.85;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702301705
 8444422829979 ;RJ ;BELFORD ROXO ;REDENTOR ;RUA REDENTOR, N. 301, CS 06 QD 13 LT 05 ;76.359,00;141.000,00;45.85;Casa, 0.00 de área total, 36.38 de área privativa, 68.77 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422829979
 8555526803501 ;RJ ;BELFORD ROXO ;AREIA BRANCA ;RUA CAROLINA FERREIRA, N. 192, Apto 302, BLOCO 02 LOTE C ;81.232,99;150.000,00;45.85;Apartamento, 0.00 de área total, 43.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526803501
 8555537602766 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 4B-0, ARAEA 01 BLOCO 04 ;80.149,88;148.000,00;45.85;Apartamento, 0.00 de área total, 48.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537602766
 8555538748152 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 3C-3, BL 3 ;81.084,43;149.725,68;45.85;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538748152
 8555539132449 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 4D-2, BL 04 AREA 01 ;76.359,00;141.000,00;45.85;Apartamento, 90.25 de área total, 0.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539132449
 8555539192000 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 1C-4, BL 01 AREA 01 ;80.149,88;148.000,00;45.85;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539192000
 8787701927325 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 977, Apto 2C-2, BL02 LOT NOVA ESPERANCA ;76.359,00;141.000,00;45.85;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701927325
 8787702000772 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 977, Apto 4A-3, BL04 LOT NOVA ESPERANCA ;75.817,45;140.000,00;45.85;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702000772
 8787702288105 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 977, Apto 1C 2, BL 03 ;75.275,90;139.000,00;45.85;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702288105
 8787703686180 ;RJ ;BELFORD ROXO ;SANTA AMELIA ;RUA BELO HORIZONTE, N. 835, Apto 408, BL08 LT01 ;80.149,88;148.000,00;45.85;Apartamento, 0.00 de área total, 43.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703686180
 8787704920054 ;RJ ;BELFORD ROXO ;SANTA AMELIA ;RUA  BELO HORIZONTE, N. 805, Apto 101, BL 14 ;76.359,00;141.000,00;45.85;Apartamento, 0.00 de área total, 43.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704920054
 8444418249890 ;RJ ;BELFORD ROXO ;SAO VICENTE ;RUA TENENTE RAIMUNDO FEITOSA DA SILVA, N. 100, QD 127 LT 01 CS 10 ;75.979,78;140.299,75;45.85;Casa, 0.00 de área total, 45.48 de área privativa, 49.02 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418249890
 8555528739738 ;RJ ;BELFORD ROXO ;AREIA BRANCA ;RUA CAROLINA FERREIRA, N. 192, Apto 106, BL 01 LT C ;63.170,28;116.000,00;45.55;Apartamento, 0.00 de área total, 52.44 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555528739738
 8787705084888 ;RJ ;BELFORD ROXO ;SANTA AMELIA ;RUA BELO HORIZONTE, N. 855, Apto 504, BLOCO 07 ;71.540,22;130.000,00;44.97;Apartamento, 0.00 de área total, 43.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705084888
 8787709550344 ;RJ ;BELFORD ROXO ;SANTA AMELIA ;RUA BELO HORIZONTE ANTIGA ESTRADA BOA ESPERANCA, N. 855, Apto 403, BL09 LT02 ;75.641,08;137.451,90;44.97;Apartamento, 0.00 de área total, 48.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709550344
 8555519743566 ;RJ ;BELFORD ROXO ;NOVA PIAM ;AVENIDA  JOAQUIM DA COSTA LIMA, N. 1837, Apto 101, LT 02 ;71.343,00;129.114,03;44.75;Apartamento, 0.00 de área total, 45.71 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555519743566
 8787703423022 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA DA BOA ESPERANCA, N. 835, Apto 407, BL 10 ;80.371,07;144.502,95;44.39;Apartamento, 0.00 de área total, 43.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703423022
 8555537837780 ;RJ ;BELFORD ROXO ;SAO JORGE ;RUA DA NASCENTE, N. 500, Apto 104, LOTE 02 ;62.399,72;112.000,00;44.29;Apartamento, 0.00 de área total, 48.16 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537837780
 8787703462613 ;RJ ;BELFORD ROXO ;SANTA AMELIA ;RUA BELO HORIZONTE, N. 835, Apto 402, BL 06 ;68.186,07;122.000,00;44.11;Apartamento, 0.00 de área total, 43.29 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703462613
 8787707344780 ;RJ ;BELFORD ROXO ;SANTA AMELIA ;RUA BELO HORIZONTE, N. 855, Apto 104, BLOCO 18 LOTE 02 ;68.422,49;122.423,00;44.11;Apartamento, 0.00 de área total, 43.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707344780
 8555512261361 ;RJ ;BELFORD ROXO ;CENTRO ;AVENIDA GONCALVES GATTO, N. 290, Apto 511, BL 04 ;101.660,01;180.579,68;43.71;Apartamento, 0.00 de área total, 49.44 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555512261361
 8444423044533 ;RJ ;BELFORD ROXO ;REDENTOR ;RUA REDENTOR, N. 301, CS 05 ;100.207,74;178.000,00;43.71;Casa, 0.00 de área total, 36.10 de área privativa, 56.19 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423044533
 8555516298464 ;RJ ;BELFORD ROXO ;CENTRO ;RUA CAROLINA FERREIRA, N. 192, Apto 603, BL 01 ;96.808,07;171.961,13;43.71;Apartamento, 53.78 de área total, 0.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555516298464
 8555527371826 ;RJ ;BELFORD ROXO ;AREIA BRANCA ;RUA CAROLINA FERREIRA, N. 192, Apto 304, BL 02 LOTE C ;101.333,67;180.000,00;43.71;Apartamento, 0.00 de área total, 44.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527371826
 8555528193565 ;RJ ;BELFORD ROXO ;AREIA BRANCA ;RUA CAROLINA FERREIRA, N. 192, Apto 302, BLOCO 04 LOTE C ;95.704,02;170.000,00;43.71;Apartamento, 0.00 de área total, 43.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555528193565
 8555535457637 ;RJ ;BELFORD ROXO ;AREIA BRANCA ;RUA CAROLINA FERREIRA, N. 192, Apto 205, BL 04 LT C ;97.392,92;173.000,00;43.71;Apartamento, 0.00 de área total, 44.26 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535457637
 8555535307570 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 1C-3, BL 01 ;88.948,45;158.000,00;43.71;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535307570
 8787702345800 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 977, Apto 01A-, AREA 02 BL01 LOT NOVA ESPERANCA ;99.644,77;177.000,00;43.71;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702345800
 8787704574032 ;RJ ;BELFORD ROXO ;SANTA AMELIA ;RUA BELO HORIZONTE, N. 835, Apto 303, LT 01 BL 06 ;92.889,20;165.000,00;43.71;Apartamento, 0.00 de área total, 43.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704574032
